,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
112780,gdb_112781,COC1CC(O)C1C#C,2.43357,1.3557,0.99324,1.7331,77.7,-0.2487,0.0376,0.2863,1228.8002,0.15679,-422.967317,-422.957744,-422.9568,-423.001751,35.467
51386,gdb_51387,O=CCC1C2N1CC2=O,3.29126,1.09687,1.02648,3.0349,69.78,-0.2515,-0.0421,0.2094,1181.7666,0.12278,-437.854574,-437.846427,-437.845482,-437.88857,29.464
17081,gdb_17082,C#CC1=CC2CC1C2,5.35969,1.51441,1.43979,0.8689,80.26,-0.2144,-0.0228,0.1916,906.5369,0.131689,-309.408594,-309.402082,-309.401138,-309.439006,26.503
57375,gdb_57376,CC(C)(O)C1(CN1)C=O,1.93903,1.73012,1.24153,2.6827,75.37,-0.2485,-0.0255,0.223,1107.6792,0.168011,-440.275353,-440.265432,-440.264488,-440.309309,37.434
55644,gdb_55645,CC([NH3+])(CC([O-])=O)C#C,3.04168,1.02882,0.94212,5.9192,74.56,-0.2511,0.0158,0.267,1289.3678,0.145718,-439.090453,-439.080854,-439.07991,-439.124661,35.983
71740,gdb_71741,CC12CC3C4C3C1OC24,2.83404,2.19577,1.65291,1.8109,76.22,-0.2373,0.0906,0.3279,878.7536,0.162132,-385.870811,-385.864403,-385.863458,-385.90104,27.893
16972,gdb_16973,C1CC23CC(C=C2)C13,3.87119,2.25911,2.14278,0.1893,76.84,-0.2158,0.0129,0.2288,747.4554,0.155977,-310.561179,-310.555327,-310.554382,-310.590502,25.803
131652,gdb_131653,OCC1=CC(=N)ON=N1,3.05829,1.25699,0.89914,2.3914,69.95,-0.2599,-0.0958,0.1641,1200.8228,0.099554,-469.952745,-469.944648,-469.943704,-469.985872,29.349
18718,gdb_18719,CC1COCC2CN12,3.08524,2.2303,1.49636,1.2763,70.72,-0.2177,0.0784,0.2961,886.8608,0.16726,-365.032826,-365.025521,-365.024577,-365.064059,28.639
56467,gdb_56468,CC(C#N)C(=O)NC=O,2.77488,1.11681,0.82396,2.2715,68.66,-0.2685,-0.0507,0.2177,1318.7241,0.110964,-454.008257,-453.99887,-453.997926,-454.043924,31.899
6967,gdb_6968,CC1=CCOC1(C)C,2.39231,2.28779,1.59482,1.5998,76.96,-0.2239,0.0269,0.2508,931.2374,0.175182,-349.026993,-349.018072,-349.017128,-349.060037,33.291
19538,gdb_19539,C#CC12C3CC1OC23,4.71858,1.73538,1.63179,1.3666,69.19,-0.2305,0.0249,0.2554,812.0074,0.106999,-345.299214,-345.292922,-345.291977,-345.329458,25.06
31440,gdb_31441,OCC1=NC(=N)NC=N1,2.96811,1.3881,0.95133,3.7282,72.22,-0.2449,-0.0619,0.183,1156.7092,0.115214,-450.169425,-450.161748,-450.160804,-450.201978,28.467
60975,gdb_60976,CC(C=O)C1OC1(C)C,2.38682,1.07729,0.90101,1.4719,79.89,-0.2486,-0.028,0.2207,1406.5201,0.17801,-424.229592,-424.218853,-424.217908,-424.266329,38.068
3528,gdb_3529,CC1C2C3OC2C13,7.26862,2.26827,2.21754,2.0114,60.05,-0.2296,0.0766,0.3061,645.2081,0.125192,-308.420805,-308.415132,-308.414188,-308.449929,22.499
57631,gdb_57632,CC(C)(C#N)OC1CC1,2.96574,1.01495,0.96628,4.6585,79.98,-0.2597,0.0265,0.2862,1341.3528,0.167961,-403.13843,-403.12847,-403.127526,-403.173743,36.713
34960,gdb_34961,N#CC1C2CC3CC1C23,3.05955,1.54147,1.46915,4.1625,78.25,-0.2796,0.0264,0.3059,968.7159,0.150563,-364.789878,-364.78301,-364.782066,-364.821123,27.809
115710,gdb_115711,CCC1CCC1C(C)O,2.5571,1.06188,0.91226,1.3806,88.79,-0.257,0.0656,0.3226,1462.7253,0.227929,-389.488233,-389.477654,-389.47671,-389.523529,39.869
37233,gdb_37234,C1CC2(C1)C1C3NC3C21,3.88964,1.35256,1.19799,1.6,82.48,-0.2011,0.0676,0.2686,1095.5731,0.171856,-365.905237,-365.897749,-365.896805,-365.937318,30.611
26723,gdb_26724,c1c(c(c([nH]1)O)N)C=O,3.31226,1.21311,0.89136,4.6117,72.51,-0.1926,-0.0268,0.1658,1209.4257,0.11291,-453.981573,-453.972901,-453.971956,-454.014671,31.855
5130,gdb_5131,Cn1cnc(c1O)O,3.5594,2.05314,1.31282,1.9829,60.04,-0.1769,0.042,0.2189,874.1001,0.107035,-415.887085,-415.87886,-415.877916,-415.91984,28.684
18619,gdb_18620,CC1C2CNC(=O)N12,2.97888,2.31677,1.81639,4.7874,64.16,-0.2469,0.0372,0.284,790.2123,0.132309,-379.942109,-379.934941,-379.933996,-379.973438,26.87
107267,gdb_107268,CCC12OC1C1CC2O1,3.32057,1.38852,1.27243,0.3294,73.52,-0.2358,0.0726,0.3084,1075.3258,0.159584,-422.969264,-422.961622,-422.960678,-423.001479,30.343
18918,gdb_18919,OC12C3CN4C(C13)C24,4.10568,2.3552,2.11764,1.4287,62.45,-0.224,0.0714,0.2954,691.068,0.120442,-362.591865,-362.586108,-362.585163,-362.621263,24.097
31378,gdb_31379,COc1nc(=O)cco1,3.00159,1.43938,0.97886,3.8308,66.35,-0.249,-0.0377,0.2113,1127.152,0.101637,-473.873978,-473.866312,-473.865368,-473.906614,27.507
133733,gdb_133734,OCC(C#N)C(F)(F)F,1.83236,1.63446,1.04411,2.6669,51.7,-0.3029,0.0101,0.3131,1089.8648,0.084812,-584.258506,-584.249804,-584.24886,-584.292638,30.479
102746,gdb_102747,OCC(OC1CC1)C#N,2.44777,1.17435,0.91728,4.149,72.64,-0.2755,0.0159,0.2914,1309.9368,0.14593,-439.060832,-439.051367,-439.050422,-439.096096,33.783
33937,gdb_33938,C#CC12CN1CC1NC21,3.26762,1.44971,1.2686,2.3692,78.75,-0.228,0.0342,0.2621,1029.1092,0.136924,-380.782513,-380.775166,-380.774221,-380.813987,29.879
33829,gdb_33830,C#CC12CC3(CN3)C1O2,4.69413,1.07475,1.00271,2.8743,77.6,-0.2442,0.0154,0.2595,1188.0559,0.122783,-400.638213,-400.630351,-400.629406,-400.670506,30.633
17975,gdb_17976,C1COCCCOC1,2.51273,2.29984,1.40916,1.116,70.89,-0.2389,0.0765,0.3155,938.294,0.1794,-386.127688,-386.120043,-386.119099,-386.159556,29.448
23535,gdb_23536,ON=C1C2NC2C1C#C,2.02364,1.79787,1.06745,2.2615,75.77,-0.236,0.0001,0.2361,1097.3678,0.110935,-416.66844,-416.660216,-416.659272,-416.701314,31.125
44821,gdb_44822,O=C1CC2NC12CC#C,3.5285,1.18485,0.97972,3.294,75.06,-0.2391,-0.0188,0.2203,1181.0912,0.122648,-400.684734,-400.676356,-400.675412,-400.718144,31.239
128355,gdb_128356,CNc1cnc(=O)on1,5.03419,1.07672,0.89255,7.2256,68.93,-0.2454,-0.0961,0.1492,1225.7272,0.100492,-469.994586,-469.986459,-469.985515,-470.027969,28.903
101055,gdb_101056,CCC(C)C1(CO1)C#N,2.1744,1.30554,0.94114,3.8209,79.56,-0.2961,0.0063,0.3024,1315.3537,0.168823,-403.145213,-403.135238,-403.134293,-403.180501,36.121
15559,gdb_15560,CC1OC=NC1C=O,3.51143,1.9336,1.36674,1.6922,61.0,-0.2474,-0.035,0.2124,871.291,0.118415,-399.82133,-399.813774,-399.81283,-399.854092,26.636
76514,gdb_76515,CC1C(C)C11CC=CC1,2.66895,1.1916,1.15207,0.1861,90.85,-0.229,0.034,0.2631,1260.2447,0.205908,-351.162129,-351.152798,-351.151853,-351.196413,35.897
133103,gdb_133104,CCc1cnccc1F,2.73469,1.43034,1.01054,1.2736,77.57,-0.2572,-0.017,0.2402,1163.5803,0.137013,-426.042876,-426.034962,-426.034018,-426.075705,29.677
35318,gdb_35319,C#CC1OC2(CC2)C=C1,3.74022,1.16942,1.04119,1.4994,81.96,-0.2215,0.0065,0.2281,1183.1948,0.13434,-384.636668,-384.628523,-384.627578,-384.669716,31.581
103994,gdb_103995,CCC1(C)OC2CC12C,2.51336,1.34456,1.20512,1.6568,85.2,-0.2266,0.0846,0.3112,1213.2178,0.20365,-388.265619,-388.255822,-388.254878,-388.299516,37.981
99787,gdb_99788,CC#CC(C)(CO)C#C,1.95876,1.06476,0.97768,2.1757,86.49,-0.2517,0.0333,0.285,1410.8636,0.154717,-385.827448,-385.81626,-385.815316,-385.864796,39.309
69214,gdb_69215,CC12CN1C(=O)NC2=O,2.71637,1.69543,1.20764,1.9876,66.41,-0.2678,-0.0324,0.2355,1001.3454,0.113382,-454.004925,-453.997274,-453.99633,-454.037057,28.745
51700,gdb_51701,N=COC1COC(=O)O1,3.7757,1.02696,0.89144,4.9713,60.7,-0.291,-0.0032,0.2878,1252.6197,0.101104,-511.004323,-510.996435,-510.995491,-511.038283,27.148
79815,gdb_79816,CC1C2C3CCC1(O)C23,2.04305,1.89067,1.62393,1.1575,80.5,-0.2398,0.0722,0.3121,1003.634,0.183649,-387.07509,-387.066973,-387.066029,-387.107008,33.121
62674,gdb_62675,CC1(C)C2C3CC3C12C,2.3356,1.6654,1.26665,0.2688,89.67,-0.1991,0.0814,0.2805,1136.8442,0.204816,-351.082557,-351.073416,-351.072472,-351.115354,36.957
59958,gdb_59959,CC(C)CC(O)C(C)=O,2.78171,0.83735,0.77055,2.7065,83.22,-0.2631,-0.0245,0.2386,1630.7794,0.202016,-425.460345,-425.449076,-425.448132,-425.497602,40.461
63351,gdb_63352,CC1(CC(=O)NC=N1)C,2.71682,1.41994,1.17652,1.3762,77.44,-0.2535,-0.0196,0.2339,1116.7583,0.159863,-419.271695,-419.263076,-419.262131,-419.304558,33.362
280,gdb_281,CC(=O)C(=O)N,5.43774,3.54714,2.17517,1.1652,43.45,-0.2416,-0.0632,0.1784,547.5835,0.083247,-322.482659,-322.475927,-322.474982,-322.513285,22.796
33577,gdb_33578,C1CC(NC1)(C#N)C#N,2.27895,1.53117,1.20141,4.5837,72.92,-0.2717,-0.0149,0.2569,1075.1386,0.126004,-396.948378,-396.939868,-396.938924,-396.983075,30.229
67136,gdb_67137,CC12C3CN1C(=O)C23C,2.12637,1.87758,1.49939,4.4023,76.28,-0.2369,0.0058,0.2426,998.6814,0.146772,-401.914953,-401.906545,-401.905601,-401.94773,31.623
86009,gdb_86010,CC1CC(O)(C=O)C=C1,2.49734,1.29076,1.0974,3.2517,77.86,-0.247,-0.0339,0.2132,1197.0266,0.157444,-423.047553,-423.038352,-423.037407,-423.081779,34.273
13714,gdb_13715,CCCCC1CN1C,4.61265,0.84985,0.78008,1.2762,83.06,-0.2197,0.0839,0.3036,1564.0563,0.210933,-330.303164,-330.293379,-330.292435,-330.338153,35.532
61894,gdb_61895,CC(CCC#C)C(C)=O,3.45643,0.711,0.65427,2.8206,85.47,-0.2423,-0.0127,0.2296,1769.3471,0.178319,-387.084943,-387.07382,-387.072876,-387.122438,39.146
24889,gdb_24890,C#Cc1cncc(=O)[nH]1,3.49983,1.2817,0.93814,4.034,80.98,-0.233,-0.0795,0.1534,1142.812,0.090363,-415.631432,-415.624155,-415.623211,-415.663296,27.548
58193,gdb_58194,CC(C)C(C)C(C)C#N,2.07335,1.09933,0.99477,3.8128,89.08,-0.3066,0.038,0.3447,1421.4529,0.215378,-368.445844,-368.434535,-368.433591,-368.482665,41.149
44587,gdb_44588,N=C1OC2C3NC=C1C23,3.50397,1.83779,1.47482,4.7845,72.3,-0.1983,-0.027,0.1712,870.5301,0.114811,-416.744409,-416.737937,-416.736993,-416.775074,26.178
36871,gdb_36872,C1COC(=N1)CN2CC2,4.44427,0.93124,0.88204,0.3848,77.48,-0.2349,0.0219,0.2568,1385.3538,0.16061,-419.1871,-419.178574,-419.17763,-419.221997,30.414
70262,gdb_70263,CC12CC1OC(C2)C#N,2.8828,1.37782,1.16483,3.9983,75.13,-0.2631,0.0172,0.2803,1105.7939,0.147894,-401.951334,-401.943093,-401.942149,-401.984338,31.291
45276,gdb_45277,O=C1CC2CC3COC123,2.75496,1.7758,1.27511,4.0013,72.8,-0.2376,-0.0295,0.2081,990.2933,0.136385,-421.788691,-421.781504,-421.78056,-421.82045,28.132
33175,gdb_33176,c1cn(c(=O)[nH]1)CCO,2.77575,1.32203,1.00221,2.9799,70.2,-0.1956,0.0307,0.2264,1173.9609,0.137147,-455.195209,-455.186549,-455.185605,-455.229308,31.715
59123,gdb_59124,CC(O)C1C2C3CC1N23,3.33833,1.25746,1.10255,1.417,77.25,-0.2385,0.0628,0.3013,1166.9236,0.171502,-403.085942,-403.077653,-403.076709,-403.119024,32.168
40783,gdb_40784,C1C2OCC(C12)N1CC1,3.68209,1.20676,1.03938,2.2211,78.86,-0.2261,0.0877,0.3138,1201.0392,0.172193,-403.095737,-403.08792,-403.086976,-403.128353,30.651
42414,gdb_42415,C#CC(=O)CC1CCC1,2.91657,1.00045,0.82328,2.8892,82.58,-0.2578,-0.058,0.1998,1419.4109,0.157643,-385.85835,-385.849014,-385.848069,-385.894043,33.76
61946,gdb_61947,CN(CCC#C)CC#N,5.54313,0.61709,0.58608,3.4921,83.49,-0.2423,0.0179,0.2602,1842.5793,0.156815,-382.030897,-382.020556,-382.019612,-382.067238,36.337
86988,gdb_86989,CN1CC(C1)OCC#N,3.44088,0.93168,0.77789,2.8357,77.01,-0.221,0.0077,0.2287,1465.2002,0.15834,-419.175902,-419.166596,-419.165652,-419.211096,33.117
45732,gdb_45733,C1CC2(C1)C=CCC2=O,2.778,1.54346,1.18478,2.4333,81.38,-0.2368,-0.0196,0.2172,1092.6933,0.160018,-385.913548,-385.905596,-385.904652,-385.946394,30.754
130503,gdb_130504,c1cnc2c(n1)cno2,4.11471,1.78096,1.24297,2.7471,68.58,-0.2724,-0.0876,0.1848,888.3171,0.081514,-431.6941,-431.688587,-431.687643,-431.723992,21.755
105807,gdb_105808,CCC12C(O)C1N1CC21,2.41905,1.4501,1.20649,1.4438,78.98,-0.2183,0.0587,0.2771,1144.3596,0.170096,-403.051495,-403.042761,-403.041817,-403.084713,33.836
62973,gdb_62974,CC1(C)C2NC2C1C#C,2.22317,1.57767,1.26469,2.0618,85.07,-0.2307,0.0494,0.2801,1113.0031,0.169091,-365.937896,-365.928765,-365.927821,-365.971029,35.738
10916,gdb_10917,CC1C(O)C2NC12C,3.12196,1.94079,1.50127,2.8444,71.01,-0.2318,0.0713,0.3031,918.4061,0.165158,-365.027475,-365.019204,-365.01826,-365.059626,31.679
94969,gdb_94970,OC1COC2C1OC2=N,3.59709,1.38936,1.19003,2.9726,65.3,-0.263,0.0089,0.2719,1027.4423,0.12517,-475.011337,-475.003778,-475.002834,-475.043556,28.608
37289,gdb_37290,C1C2C1C1C3OCC3C21,3.10127,1.75307,1.63983,1.7171,76.99,-0.2264,0.0629,0.2893,914.5177,0.161808,-385.791391,-385.784906,-385.783962,-385.821888,27.716
69095,gdb_69096,CC12CNCC1(N2)C#N,2.54128,1.60413,1.18368,5.1951,76.66,-0.2493,0.0216,0.2709,1072.4097,0.149516,-398.126754,-398.118564,-398.117619,-398.15919,31.496
112508,gdb_112509,CC1C(CO)OC1C#N,2.25095,1.25938,1.08688,3.841,71.52,-0.2677,-0.006,0.2617,1201.5349,0.146836,-439.07299,-439.063722,-439.062778,-439.10765,33.293
66484,gdb_66485,CC12C3N1C1CC3(C)C21,3.00402,1.7191,1.39041,1.8209,82.27,-0.2184,0.0828,0.3013,1016.5216,0.171195,-365.94187,-365.934176,-365.933232,-365.973403,31.372
79090,gdb_79091,CC1N2C3C=CC2C13C,2.8625,1.65927,1.38758,1.8364,82.96,-0.2103,-0.0033,0.207,1028.1885,0.171254,-365.941264,-365.933342,-365.932398,-365.973059,32.027
129393,gdb_129394,NC(=N)C1=NOC(=N)O1,4.43394,1.15757,0.91892,4.4539,64.81,-0.2592,-0.0581,0.2011,1172.6852,0.08943,-486.052033,-486.044263,-486.043319,-486.084787,28.603
35588,gdb_35589,C#CC1=NCC(O1)C#N,3.95836,1.06217,0.91255,3.0694,72.71,-0.2732,-0.0514,0.2217,1213.4621,0.088899,-415.58995,-415.582043,-415.581099,-415.623281,28.131
76034,gdb_76035,CC1(C=O)C(O)C1C#C,2.75882,1.14822,1.0367,3.1296,77.68,-0.2515,-0.0306,0.2209,1205.1735,0.13177,-421.788371,-421.77854,-421.777596,-421.823191,35.358
60014,gdb_60015,CC(C)CC(C)CC=O,3.76405,0.62683,0.61535,2.8432,90.46,-0.2469,-0.019,0.2279,1947.8981,0.225236,-389.516998,-389.505316,-389.504372,-389.555004,41.558
126688,gdb_126689,CCN(C)c1cc[nH]n1,3.07995,1.21485,0.97004,1.3342,82.45,-0.1801,0.0365,0.2166,1270.1682,0.172114,-399.343368,-399.334046,-399.333102,-399.377882,34.199
15964,gdb_15965,N#CC1NCC11CN1,3.11585,1.94757,1.37265,3.3097,65.75,-0.2568,0.0038,0.2606,888.4459,0.120314,-358.795202,-358.788022,-358.787078,-358.82682,26.584
123486,gdb_123487,c1nc(on1)CN2CC2,5.07421,0.97289,0.90725,2.6905,70.63,-0.2517,-0.0278,0.2239,1278.6201,0.125516,-434.029348,-434.021689,-434.020745,-434.063356,27.325
89577,gdb_89578,OC1CC2(C1)OCC=C2,3.78391,1.21087,1.08236,1.2698,78.1,-0.2249,0.0207,0.2456,1159.5422,0.159287,-423.015557,-423.007496,-423.006552,-423.048153,31.609
23964,gdb_23965,C#Cc1c2n(cn1)CC2,3.59135,1.3615,0.99979,4.7322,83.34,-0.2094,0.0114,0.2208,1129.5807,0.114095,-379.641638,-379.634244,-379.6333,-379.67368,28.012
77767,gdb_77768,OC1C2C(=O)C1C21CC1,2.78009,1.54344,1.15383,3.9453,73.65,-0.2391,0.0151,0.2542,1068.2104,0.135024,-421.764594,-421.756765,-421.755821,-421.796664,30.768
1065,gdb_1066,CNc1c[nH]cn1,7.54213,2.00977,1.61323,2.7506,59.78,-0.1787,0.0416,0.2203,747.0292,0.115965,-320.78699,-320.780414,-320.77947,-320.817365,24.132
2729,gdb_2730,C(CCO)CCO,13.82238,0.71797,0.69728,2.6846,64.75,-0.2624,0.0775,0.34,1567.0372,0.170131,-348.046236,-348.036897,-348.035953,-348.080684,31.727
49525,gdb_49526,O=CC1C2CN1C21CC1,4.67315,1.13466,1.0586,3.5478,78.32,-0.2417,-0.0333,0.2084,1160.8964,0.147048,-401.847121,-401.839407,-401.838463,-401.879315,30.04
42564,gdb_42565,O=C1C2C3C2C2(CC2)N13,3.1365,1.75819,1.39077,4.0632,72.57,-0.2388,0.0016,0.2404,934.0729,0.124435,-400.678365,-400.671534,-400.67059,-400.709497,27.534
71032,gdb_71033,CC12OC34CCN(C13)C24,3.95971,1.64531,1.37548,0.7183,75.24,-0.2248,0.059,0.2838,963.3953,0.147914,-401.819788,-401.812813,-401.811869,-401.850652,28.886
116266,gdb_116267,OCC1COCC1C#C,1.89112,1.5597,0.92135,2.0885,76.71,-0.2525,0.0468,0.2994,1258.286,0.158912,-422.985601,-422.976398,-422.975454,-423.020188,33.918
117599,gdb_117600,CCOC(C)(C#C)C#C,2.04973,1.1951,0.98819,1.2315,84.39,-0.2622,0.0148,0.2769,1342.2741,0.153608,-385.806465,-385.795665,-385.79472,-385.842313,39.193
56021,gdb_56022,CC(=O)CC1CCOC1,3.62197,0.89183,0.85145,2.6775,78.45,-0.2446,-0.0118,0.2328,1462.6142,0.181784,-424.255915,-424.246216,-424.245272,-424.292828,34.151
31386,gdb_31387,c1coc(cc1=O)CO,2.93388,1.26205,0.89104,4.2592,70.72,-0.2347,-0.0365,0.1983,1220.859,0.113285,-457.802482,-457.794669,-457.793725,-457.835217,28.949
129606,gdb_129607,C#CCc1c(onn1)N,3.33632,1.29089,0.97402,4.5944,70.0,-0.2269,-0.0181,0.2089,1133.4816,0.099497,-432.815607,-432.8073,-432.806356,-432.848729,30.795
2221,gdb_2222,CC1C2COC12C,3.63591,2.79649,2.16135,1.5474,64.28,-0.2277,0.0832,0.3109,705.2911,0.147728,-309.684108,-309.676964,-309.676019,-309.714703,26.959
111167,gdb_111168,OCC1C2NC1C21CN1,4.07841,1.02744,0.95169,2.053,76.63,-0.2334,0.0689,0.3022,1276.0054,0.16044,-419.085928,-419.077735,-419.076791,-419.118856,31.678
27977,gdb_27978,NC1=CN(C=O)C(=N)N1,2.70063,1.40489,0.9268,5.9461,73.8,-0.1896,-0.0107,0.1789,1179.9872,0.114218,-450.170788,-450.162619,-450.161674,-450.203386,30.802
80090,gdb_80091,OC1C2N=CNC(=O)C12,2.50628,1.82991,1.44759,2.393,66.75,-0.2443,-0.0208,0.2235,920.3321,0.114594,-453.97365,-453.966221,-453.965277,-454.005613,28.195
51421,gdb_51422,N=COC1C2CC1CC2,4.41544,0.97439,0.95199,3.3497,81.46,-0.2541,0.0237,0.2779,1316.684,0.173108,-403.134904,-403.126953,-403.126009,-403.168064,30.626
36995,gdb_36996,C1=C2C3C4C1N1C4C3C21,3.03749,2.78087,2.4777,2.4615,73.7,-0.21,-0.0535,0.1565,686.4518,0.126623,-363.425183,-363.419977,-363.419033,-363.454233,23.358
99851,gdb_99852,CC(O)C(C)(CO)C#C,1.74437,1.4776,1.20839,1.8443,79.96,-0.254,0.0401,0.2941,1207.9157,0.178944,-424.191648,-424.180745,-424.179801,-424.227102,40.659
57618,gdb_57619,CC(CC#N)(CC#N)N,4.27847,0.85143,0.83931,3.6073,76.45,-0.2693,-0.0012,0.2681,1384.4823,0.146397,-398.159198,-398.149256,-398.148311,-398.194046,35.953
132407,gdb_132408,c1(nc(nc(n1)F)F)F,1.9671,1.96651,0.9834,0.0003,46.72,-0.3272,-0.0625,0.2647,989.795,0.042187,-578.086781,-578.08072,-578.079775,-578.11785,21.768
22303,gdb_22304,CC1=CCCC(=NO)C1,2.441,1.27659,0.88804,0.6981,85.36,-0.2345,0.0158,0.2502,1330.8693,0.170967,-403.138825,-403.129867,-403.128923,-403.17247,34.283
39019,gdb_39020,C1NC2=NCC3OC3C12,3.05375,1.8194,1.33321,2.4314,73.01,-0.2248,0.0281,0.2529,951.8987,0.139202,-417.981755,-417.975002,-417.974058,-418.01273,27.179
98328,gdb_98329,CNC(=O)C(C)CC#C,3.94415,0.75806,0.7444,3.3818,83.21,-0.2444,0.0278,0.2722,1619.8492,0.168014,-403.155523,-403.144492,-403.143548,-403.193076,38.382
67485,gdb_67486,CC12C(C#C)C1N1CC21,2.43481,1.6392,1.21904,1.4829,82.94,-0.2235,0.0338,0.2573,1076.4276,0.146064,-364.6858,-364.677551,-364.676607,-364.718122,32.611
63565,gdb_63566,CC1(C)OC11COC1=N,2.70423,1.44233,1.1085,2.8377,74.31,-0.2679,0.0034,0.2713,1135.888,0.145429,-439.071626,-439.062684,-439.06174,-439.104985,33.302
24415,gdb_24416,c1nc2c(o1)CCOC2,3.55765,1.56997,1.1311,1.9247,69.94,-0.233,0.0031,0.236,1021.3186,0.127858,-437.920415,-437.913752,-437.912807,-437.95156,25.977
57817,gdb_57818,CC(O)C#CCNC=O,4.97279,0.51862,0.49409,2.5389,80.07,-0.2521,0.0197,0.2718,2181.2659,0.145266,-439.076682,-439.066012,-439.065068,-439.115459,36.13
95786,gdb_95787,CC1OCCC(O)C1=O,2.27716,1.6432,1.02008,2.2785,71.97,-0.246,-0.0342,0.2118,1166.5816,0.15889,-460.189784,-460.18107,-460.180126,-460.223039,33.076
97459,gdb_97460,CN=COCCC(C)O,6.31598,0.48417,0.46188,2.0845,85.06,-0.2441,0.0288,0.2729,2407.6505,0.190768,-441.48138,-441.469981,-441.469037,-441.519737,39.23
70451,gdb_70452,OC12CC1OC2C1CC1,2.66503,1.41815,1.2137,1.2404,74.48,-0.2241,0.0603,0.2844,1104.7686,0.158514,-422.956244,-422.947977,-422.947033,-422.989221,32.302
93031,gdb_93032,CC1CC2CC2N=CO1,2.8539,1.47438,1.06541,2.3528,80.78,-0.2232,0.0299,0.2532,1162.9662,0.172455,-403.146511,-403.138361,-403.137416,-403.179155,31.936
56797,gdb_56798,NC(C#N)C1=NCCO1,3.02656,1.18605,0.99416,3.2902,70.18,-0.2628,-0.0064,0.2564,1206.6531,0.125912,-434.082648,-434.073985,-434.07304,-434.117026,30.282
14120,gdb_14121,[O-]C(=O)C12CC1[NH2+]C2,3.91449,1.79985,1.4179,13.1766,62.61,-0.1795,-0.0181,0.1614,863.1813,0.119887,-399.730154,-399.723043,-399.722099,-399.761907,26.27
94142,gdb_94143,NC1CNC1(C#N)C#N,1.95173,1.71361,1.1983,3.7724,71.53,-0.2677,-0.029,0.2387,1061.9844,0.113421,-412.972155,-412.963483,-412.962539,-413.005726,31.356
7070,gdb_7071,CC(CC#N)OC=N,2.13366,1.86017,1.052,4.4189,67.5,-0.2695,0.0123,0.2818,1094.9253,0.128991,-379.937717,-379.928844,-379.927899,-379.971983,30.522
37178,gdb_37179,C1CC23CC(C4OC24)C13,3.76613,1.62396,1.47451,1.9713,77.63,-0.2482,0.0698,0.318,941.2037,0.162031,-385.796841,-385.790609,-385.789665,-385.826931,27.639
50811,gdb_50812,N=C(OC=O)C(=O)C=O,2.64314,1.20171,0.86484,2.5838,58.97,-0.2751,-0.1302,0.1449,1224.9969,0.073666,-509.783256,-509.774289,-509.773345,-509.818703,29.066
111933,gdb_111934,OCC1C=C2CN3C1C23,4.0152,1.22405,1.13787,1.6152,78.98,-0.2086,-0.0348,0.1738,1107.6314,0.147855,-401.811497,-401.80389,-401.802945,-401.843629,29.88
24329,gdb_24330,c1c2c(c[nH]1)CC=CC2,3.50707,1.53334,1.08085,1.8371,83.32,-0.1951,0.0416,0.2367,1087.6529,0.151545,-364.868499,-364.861342,-364.860398,-364.900115,28.918
5124,gdb_5125,Cc1c(n(cn1)C)C,3.32703,1.98352,1.27222,3.7207,75.35,-0.2027,0.0408,0.2435,975.7154,0.153966,-344.038598,-344.029862,-344.028918,-344.071997,30.752
22886,gdb_22887,ON=C1C(O)C=CC1O,2.19216,1.59178,1.06742,1.1635,70.1,-0.2524,-0.0174,0.235,1113.2976,0.123036,-474.969798,-474.960981,-474.960036,-475.003467,32.701
112985,gdb_112986,CCC1CN(C=O)C1=N,3.51532,1.02527,0.84528,4.4173,79.88,-0.2543,-0.0259,0.2285,1381.8799,0.159215,-419.236238,-419.226974,-419.226029,-419.270821,33.11
82744,gdb_82745,CC12NC3C(OC13)C2O,2.27579,2.21917,1.5656,1.2739,69.87,-0.2261,0.0569,0.283,910.7212,0.14925,-439.030315,-439.023212,-439.022268,-439.061372,29.395
114870,gdb_114871,COC1CC2COC2C1,4.11079,1.01455,0.90882,1.9599,78.48,-0.2391,0.0729,0.312,1343.7585,0.183537,-424.2073,-424.198745,-424.197801,-424.241182,32.048
3787,gdb_3788,CNc1ncno1,7.96841,2.14392,1.71102,3.4272,52.47,-0.2335,0.0076,0.2411,691.0178,0.091696,-356.696744,-356.690383,-356.689439,-356.727281,21.796
70442,gdb_70443,CC12CC1OC2C1CO1,3.09999,1.30021,1.20022,1.9366,75.2,-0.2331,0.0722,0.3054,1127.5987,0.158233,-422.958737,-422.950424,-422.94948,-422.991657,31.7
130557,gdb_130558,C#CC(=O)n1nccn1,3.76925,1.36631,1.0028,3.3885,71.05,-0.29,-0.0838,0.2062,1073.4169,0.077799,-431.642377,-431.635072,-431.634128,-431.674804,26.041
6275,gdb_6276,CC(C)CC(N)C#N,3.67639,1.0194,0.95988,3.0265,76.11,-0.2684,0.0279,0.2964,1306.8557,0.176317,-345.203826,-345.193999,-345.193055,-345.238784,35.224
13659,gdb_13660,CC1CC1CCC#N,5.12967,0.87433,0.80264,4.2986,76.56,-0.2821,0.0386,0.3206,1423.3073,0.165149,-327.937877,-327.928981,-327.928036,-327.972019,31.889
